Orthogroups	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1	Totals	Domains
OG0001895	1	1	1	3	SSB (3)
OG0001896	1	1	1	3	Transketolase_C (3),Transket_pyr (3)
OG0001897	1	1	1	3	MMPL (3),SecD_SecF (3),Sec_GG (3)
OG0001898	1	1	1	3	Sec_GG (2),SecD_SecF (3)
OG0001899	1	1	1	3	
OG0001900	1	1	1	3	PRC (3),RimM (3)
OG0001901	1	1	1	3	
OG0001902	1	1	1	3	NTP_transferase (3),NTP_transf_3 (3),Hexapep_2 (3),Hexapep (2),IspD (2)
OG0001903	1	1	1	3	HATPase_c (2),HisKA (2)
OG0001904	1	1	1	3	DUF1823 (3)
OG0001905	1	1	1	3	HIT (3),DcpS_C (3)
OG0001906	1	1	1	3	Glyco_hydro_57 (3)
OG0001907	1	1	1	3	Succ_DH_flav_C (3),FAD_binding_2 (3)
OG0001908	1	1	1	3	Aldedh (2)
OG0001909	1	1	1	3	zinc_ribbon_2 (3),TPP_enzyme_M (3),TPP_enzyme_N (3),TPP_enzyme_C (3),zf-ribbon_3 (1)
OG0001910	1	1	1	3	SIMPL (3)
OG0001911	1	1	1	3	Peripla_BP_5 (3),Peripla_BP_6 (3),ANF_receptor (3)
OG0001912	1	1	1	3	TgpA_N (3),Transglut_core (3),DUF4129 (2)
OG0001913	1	1	1	3	LpxB (3)
OG0001914	1	1	1	3	Peptidase_A8 (3)
OG0001915	1	1	1	3	tRNA_synt_2f (3),DALR_1 (2)
OG0001916	1	1	1	3	
OG0001917	1	1	1	3	
OG0001918	1	1	1	3	Abhydrolase_6 (3),Hydrolase_4 (3),Abhydrolase_1 (3)
OG0001919	2	0	1	3	His_Phos_1 (2)
OG0001920	1	1	1	3	PD40 (2)
OG0001921	1	1	1	3	TPR_2 (2),TPR_19 (2),TPR_1 (2),TPR_17 (2),TPR_11 (2),TPR_16 (2),TPR_6 (2),TPR_8 (2),TPR_10 (2),TPR_7 (2),BTAD (1),TPR_15 (1)
OG0001922	1	1	1	3	CCB2_CCB4 (2)
OG0001923	1	1	1	3	DUF4912 (3),Rho_N (3)
OG0001924	1	1	1	3	ABC2_membrane_2 (2)
OG0001925	1	1	1	3	UvrD-helicase (3),AAA_19 (3),UvrD_C (3),UvrD_C_2 (3)
OG0001926	1	1	1	3	FBPase_C (3),FBPase (3)
OG0001927	1	1	1	3	ClpB_D2-small (3),zf-C4_ClpX (3),AAA_2 (3),AAA (3),Mg_chelatase (1),AAA_5 (2)
OG0001928	1	1	1	3	Hydant_A_N (2),Hydant_A_C (2),Hydantoinase_B (2),Hydantoinase_A (2)
OG0001929	1	1	1	3	Peptidase_M24 (3)
OG0001930	1	1	1	3	FKBP_C (3)
OG0001931	1	1	1	3	SBP_bac_1 (2),SBP_bac_8 (2)
OG0001932	1	1	1	3	PilM_2 (2)
OG0001933	1	1	1	3	PilN (2)
OG0001934	1	1	1	3	
OG0001935	1	1	1	3	Secretin (2),AMIN (1),STN (1)
OG0001936	1	1	1	3	MutS_III (3),MutS_IV (3),MutS_V (3),MutS_II (3),MutS_I (3)
OG0001937	1	1	1	3	MFS_2 (3),MFS_1 (3)
OG0001938	1	1	1	3	
OG0001939	1	1	1	3	Methyltransf_28 (2)
OG0001940	1	1	1	3	NAD_synthase (3)
OG0001941	1	1	1	3	LptD_N (3)
OG0001942	1	1	1	3	ABC_tran (3)
OG0001943	1	1	1	3	NusB (3)
OG0001944	1	1	1	3	Cytochrom_C550 (1),Cytochrome_CBB3 (3),Cytochrom_C (3)
OG0001945	1	1	1	3	PCRF (3),RF-1 (3)
OG0001946	1	1	1	3	Glucokinase (2)
OG0001947	1	1	1	3	Recombinase (3),Resolvase (2),Zn_ribbon_recom (1)
OG0001948	1	1	1	3	Glyoxalase (3),Glyoxalase_4 (3),Glyoxalase_6 (3)
OG0001949	1	1	1	3	Pyr_redox_2 (2),Pyr_redox (2),AIRS_C (1),AIRS (1)
OG0001950	1	1	1	3	
OG0001951	1	1	1	3	RNA_pol_Rpb6 (2)
OG0001952	1	1	1	3	NmrA (3),Epimerase (3),NAD_binding_10 (3),3Beta_HSD (2)
OG0001953	1	1	1	3	
OG0001954	1	1	1	3	Rib_5-P_isom_A (3)
OG0001955	2	1	0	3	MS_channel (3)
OG0001956	1	1	1	3	PALP (3)
OG0001957	1	2	0	3	AhpC-TSA_2 (2)
OG0001958	1	1	1	3	tRNA-synt_1g (3),Anticodon_1 (3),tRNA-synt_1_2 (3),tRNA-synt_1 (3)
OG0001959	1	1	1	3	DUF3352 (2)
OG0001960	1	1	1	3	SUFBD (2),SufBD_N (2)
OG0001961	1	1	1	3	ABC_tran (2)
OG0001962	1	1	1	3	SH3_16 (3),NLPC_P60 (3)
OG0001963	1	1	1	3	tRNA_m1G_MT (2)
OG0001964	1	1	1	3	Peptidase_S51 (2)
OG0001965	1	1	1	3	Peptidase_S26 (2)
OG0001966	1	1	1	3	PSII_Pbs27 (2)
OG0001967	1	1	1	3	DUF5615 (2),PIN_10 (1)
OG0001968	1	1	1	3	Methylase_S (2)
OG0001969	1	1	1	3	PIN_3 (3),PIN (3)
OG0001970	1	1	1	3	GATase_6 (2),SIS (2),GATase_7 (2)
OG0001971	1	1	1	3	DUF3172 (3)
OG0001972	1	1	1	3	ABC_tran (3)
OG0001973	1	1	1	3	MlaD (3)
OG0001974	1	1	1	3	tRNA-synt_1g (3),Anticodon_1 (3),tRNA-synt_1 (3),zf-FPG_IleRS (3)
OG0001975	1	1	1	3	DUF309 (3)
OG0001976	1	1	1	3	DUF362 (3)
OG0001977	1	1	1	3	PALP (3)
OG0001978	1	1	1	3	DnaJ (3)
OG0001979	1	1	1	3	DUF3148 (3)
OG0001980	1	1	1	3	HisKA (1)
OG0001981	1	1	1	3	
OG0001982	1	1	1	3	Pterin_4a (3)
OG0001983	1	1	1	3	TGT (3)
OG0001984	1	1	1	3	HATPase_c_2 (3)
OG0001985	1	1	1	3	DUF6439 (3)
OG0001986	1	1	1	3	Aconitase (3)
OG0001987	1	1	1	3	NQR2_RnfD_RnfE (3)
OG0001988	1	1	1	3	DUF2330 (3)
OG0001989	1	1	1	3	DUF2555 (2)
OG0001990	1	1	1	3	DFP (2),Flavoprotein (2)
OG0001991	1	1	1	3	ABC_tran (3),ABC_membrane (3)
OG0001992	1	1	1	3	RNase_HII (3)
OG0001993	1	1	1	3	CCB1 (3)
OG0001994	1	1	1	3	Ion_trans_2 (2),IRK_C (2),IRK (1)
OG0001995	1	1	1	3	MlaE (3)
OG0001996	1	1	1	3	MCPsignal (2),HAMP (2)
OG0001997	1	1	1	3	CheW (2)
OG0001998	1	1	1	3	DUF3463 (2),Radical_SAM (2)
OG0001999	1	1	1	3	EPSP_synthase (2)
OG0002000	1	1	1	3	RuvX (3)
OG0002001	1	1	1	3	CDP-OH_P_transf (3)
OG0002002	1	1	1	3	Abhydrolase_6 (2),Hydrolase_4 (2),Abhydrolase_1 (2)
OG0002003	1	1	1	3	ILVD_EDD (3)
OG0002004	1	1	1	3	KH_dom-like (3),MMR_HSR1 (3),FeoB_N (3),GTP_EFTU (3),Ras (1)
OG0002005	1	1	1	3	PdxA (3)
OG0002006	1	1	1	3	His_biosynth (3)
OG0002007	1	1	1	3	
OG0002008	1	1	1	3	HEAT_2 (3),HEAT_PBS (2),HEAT (1)
OG0002009	1	1	1	3	
OG0002010	1	1	1	3	Amidohydro_1 (2)
OG0002011	1	1	1	3	
OG0002012	1	1	1	3	GCS2 (2)
OG0002013	1	1	1	3	
OG0002014	1	1	1	3	DUF3146 (2)
OG0002015	1	1	1	3	DUF3285 (3)
OG0002016	1	1	1	3	MatE (2),MurJ (2),Polysacc_synt_C (2)
OG0002017	1	1	1	3	SpoU_methylase (2)
OG0002018	1	1	1	3	HATPase_c (3),GAF (3),HisKA (3)
OG0002019	1	1	1	3	Metallophos_2 (2),Metallophos (2)
OG0002020	1	1	1	3	Methyltransf_25 (2),Methyltransf_31 (2),Methyltransf_4 (3),Methyltransf_11 (1)
OG0002021	1	1	1	3	MafB19-deam (3),dCMP_cyt_deam_1 (3)
OG0002022	1	1	1	3	ChpXY (3)
OG0002023	1	1	1	3	Fasciclin (3)
OG0002024	1	1	1	3	Ala_racemase_N (3)
OG0002025	1	1	1	3	
OG0002026	1	1	1	3	RNA_pol_Rpb1_1 (2),RNA_pol_Rpb1_2 (2),RNA_pol_Rpb1_3 (2)
OG0002027	1	1	1	3	Glyco_transf_5 (3),Glycos_transf_1 (3),Glyco_trans_4_4 (3),Glyco_trans_1_4 (1),Glyco_transf_4 (3)
OG0002028	1	1	1	3	DAO (1),Succ_DH_flav_C (3),FAD_binding_2 (3)
OG0002029	1	1	1	3	NdhO (3)
OG0002030	1	1	1	3	LapA_dom (1)
OG0002031	1	1	1	3	PGI (3)
OG0002032	1	1	1	3	DUF1257 (3)
OG0002033	1	1	1	3	AAA (3)
OG0002034	1	1	1	3	
OG0002035	1	1	1	3	AraC_binding (3),Cupin_2 (3)
OG0002036	1	1	1	3	Cytochrome_B (3),Cytochrom_B_N_2 (3)
OG0002037	1	1	1	3	Cytochrom_B_C (3)
OG0002038	1	1	1	3	Methyltransf_2 (2),Methyltransf_25 (3),RrnaAD (1),MTS (2),Methyltransf_31 (3),Ubie_methyltran (2),Methyltransf_12 (3),Methyltransf_23 (3),Methyltransf_11 (3)
OG0002039	1	1	1	3	
OG0002040	1	1	1	3	F_bP_aldolase (2)
OG0002041	1	1	1	3	Sigma54_activat (2),AAA_lid_2 (3),Mg_chelatase (3),MCM (2),AAA_5 (2),VWA (3),VWA_2 (3)
OG0002042	1	1	1	3	DUF433 (3)
OG0002043	1	1	1	3	PsbI (2)
OG0002044	1	1	1	3	Aminotran_1_2 (2),Beta_elim_lyase (2),DegT_DnrJ_EryC1 (2),Aminotran_5 (2)
OG0002045	1	1	1	3	GTP1_OBG (3),MMR_HSR1 (3),FeoB_N (3)
OG0002046	1	1	1	3	Methyltransf_25 (2),Methyltransf_31 (2),Ubie_methyltran (2),Methyltransf_12 (2),Methyltransf_23 (2),Methyltransf_11 (2),MTS (1),Methyltransf_9 (1)
OG0002047	1	1	1	3	ABC_tran (3),AAA_21 (1)
OG0002048	1	1	1	3	MMR_HSR1 (2),YchF-GTPase_C (2),FeoB_N (2)
OG0002049	1	1	1	3	Glycos_transf_2 (3),Glyco_tranf_2_3 (3),Glyco_transf_21 (3),Glyco_trans_2_3 (3)
OG0002050	1	1	1	3	Raf1_HTH (3),Raf1_N (3),RuBisCo_chap_C (3)
OG0002051	1	1	1	3	Cytochrome_CBB3 (2),Cytochrom_C (2)
OG0002052	1	1	1	3	Pyr_redox_2 (3),Pyr_redox (3)
OG0002053	1	1	1	3	TP_methylase (3)
OG0002054	1	1	1	3	
OG0002055	1	1	1	3	PPC (2)
OG0002056	1	1	1	3	HATPase_c (3),HisKA (2)
OG0002057	1	1	1	3	Peptidase_S8 (3)
OG0002058	1	1	1	3	CLP_protease (3)
OG0002059	1	1	1	3	CLP_protease (3)
OG0002060	1	1	1	3	DUF2518 (2)
OG0002061	1	1	1	3	HATPase_c (2),KaiB (2),HisKA (2)
OG0002062	1	1	1	3	Psb28 (3)
OG0002063	1	1	1	3	
OG0002064	1	1	1	3	E1-E2_ATPase (3),Hydrolase (3),HMA_2 (1),Hydrolase_3 (1)
OG0002065	1	2	0	3	HMA_2 (2)
OG0002066	1	1	1	3	FeoA (3)
OG0002067	1	1	1	3	PGM_PMM_II (3),PGM_PMM_III (3),PGM_PMM_I (3),PGM_PMM_IV (3)
OG0002068	1	1	1	3	ResIII (3),Helicase_C (3),UvrB_inter (3),UvrB (3),UVR (3),AAA_30 (1)
OG0002069	1	1	1	3	DUF4926 (2)
OG0002070	1	1	1	3	HATPase_c (3),HSP90 (3),HATPase_c_3 (3)
OG0002071	1	1	1	3	Peptidase_S49 (3),CLP_protease (1)
OG0002072	1	1	1	3	Aminotran_1_2 (3),OKR_DC_1 (3),SepSecS (3),DegT_DnrJ_EryC1 (3),OKR_DC_1_C (3),Aminotran_5 (2),Cys_Met_Meta_PP (1)
OG0002073	1	1	1	3	SpoIIE (3)
OG0002074	1	1	1	3	AlaDh_PNT_C (1),ADH_zinc_N_2 (2),ADH_zinc_N (2),ADH_N (3)
OG0002075	1	1	1	3	SpoU_methylase (3)
OG0002076	1	1	1	3	BMC (3)
OG0002077	1	1	1	3	BMC (3)
OG0002078	1	1	1	3	AlaDh_PNT_C (3),PNTB_4TM (1),AlaDh_PNT_N (3)
OG0002079	1	1	1	3	Glycos_transf_1 (3),Glyco_trans_4_4 (3),Glyco_trans_1_4 (3),Glyco_trans_4_2 (3),Glyco_trans_1_2 (3),Glyco_transf_4 (3)
OG0002080	1	2	0	3	Lactamase_B_3 (3)
OG0002081	1	1	1	3	tRNA_anti-codon (3),tRNA-synt_2 (3),GAD (3)
OG0002082	1	1	1	3	DUF1350 (3)
OG0002083	1	1	1	3	Fe-S_biosyn (3)
OG0002084	1	1	1	3	DNA_gyraseB_C (2),DNA_gyraseB (2),HATPase_c (2),Toprim (2)
OG0002085	1	1	1	3	Radical_SAM (3),LIAS_N (1)
OG0002086	1	1	1	3	Prok-JAB (3),JAB (3)
OG0002087	1	1	1	3	Phycobilisome (2)
OG0002088	1	1	1	3	PIN (3)
OG0002089	1	1	1	3	PhdYeFM_antitox (3)
OG0002090	1	1	1	3	tRNA_Me_trans_M (2),tRNA_Me_trans_C (2),QueC (2),NAD_synthase (2),tRNA_Me_trans (2)
OG0002091	1	1	1	3	Ribosomal_TL5_C (3),Ribosomal_L25p (3)
OG0002092	1	1	1	3	Adenylsucc_synt (3)
OG0002093	1	1	1	3	ArsA_ATPase (2),MipZ (2),CbiA (2),ParA (2),AAA_31 (2),FeS_assembly_P (2)
OG0002094	1	1	1	3	HATPase_c (3),HisKA (3)
OG0002095	1	1	1	3	
OG0002096	1	1	1	3	GATase (3),NAD_synthase (2),Peptidase_C26 (3),GMP_synt_C (3)
OG0002097	1	1	1	3	CbiC (2)
OG0002098	1	1	1	3	PmbA_TldD_C (3),PmbA_TldD (2),PmbA_TldD_M (1)
OG0002099	1	1	1	3	ThiS (2)
OG0002100	1	1	1	3	Peripla_BP_5 (3),Peripla_BP_6 (3),ANF_receptor (1)
OG0002101	1	1	1	3	Glycos_transf_1 (3),Glyco_trans_1_4 (3),Glyco_trans_1_2 (2)
OG0002102	1	1	1	3	PsbK (3)
OG0002103	1	1	1	3	
OG0002104	1	1	1	3	SBP_bac_5 (3)
OG0002105	1	1	1	3	Aminotran_1_2 (2),Beta_elim_lyase (1),DegT_DnrJ_EryC1 (2),SHMT (2)
OG0002106	1	1	1	3	YbeY (3)
OG0002107	1	1	1	3	NAD_binding_2 (3),IlvN (3),IlvC (3),F420_oxidored (3),2-Hacid_dh_C (3)
OG0002108	1	1	1	3	ArsA_HSP20 (2),ArsA_ATPase (2),CbiA (2)
OG0002109	1	1	1	3	
OG0002110	1	1	1	3	Band_7 (2)
OG0002111	1	0	2	3	PSI_8 (2)
OG0002112	1	1	1	3	CheW (2)
OG0002113	1	1	1	3	Pro_dh (2),Aldedh (2),PutA_N (2)
OG0002114	1	1	1	3	BPD_transp_1 (2)
OG0002115	1	1	1	3	SBP_bac_3 (2),NMT1_2 (3),NMT1 (3)
OG0002116	1	1	1	3	GatB_N (3),GatB_Yqey (3)
OG0002117	1	1	1	3	tRNA_SAD (2),tRNA-synt_2b (2),HGTP_anticodon (2)
OG0002118	1	1	1	3	NAD_Gly3P_dh_N (3),GPD_NAD_C_bact (3),ApbA (1),NAD_Gly3P_dh_C (3)
OG0002119	1	1	1	3	Abhydrolase_6 (3),Hydrolase_4 (3),Abhydrolase_1 (3)
OG0002120	1	1	1	3	FUR (3)
OG0002121	1	1	1	3	VKOR (3)
OG0002122	1	1	1	3	BtpA (3)
OG0002123	1	1	1	3	HicA_toxin (3)
OG0002124	1	1	1	3	ABC_tran (2),OB_MalK (2),TOBE_2 (1),TOBE (1)
OG0002125	1	1	1	3	Big_5 (1)
OG0002126	1	1	1	3	Nitr_red_assoc (3)
OG0002127	1	1	1	3	DUF4131 (3),Competence (3)
OG0002128	1	1	1	3	PSII (3)
OG0002129	1	1	1	3	DICT (3),HD_5 (3),CHASE6_C (3)
OG0002130	1	1	1	3	Amino_oxidase (2),NAD_binding_8 (2),HI0933_like (1),FAD_binding_2 (1),FAD_binding_3 (1),Pyr_redox_2 (1),DAO (1)
OG0002131	1	1	1	3	ABC_tran (3),AAA_21 (2)
OG0002132	1	1	1	3	Epimerase (3),GDP_Man_Dehyd (3)
OG0002133	1	1	1	3	Molydop_binding (3),Molybdop_Fe4S4 (3),Molybdopterin (3)
OG0002134	1	1	1	3	DUF3598 (3)
OG0002135	1	1	1	3	Ferritin (2)
OG0002136	1	1	1	3	QueC (3),Asn_synthase (3)
OG0002137	1	1	1	3	SWIM (3)
OG0002138	1	1	1	3	ArsA_HSP20 (3),ArsA_ATPase (3),AAA_31 (1)
OG0002139	1	1	1	3	DUF2862 (3)
OG0002140	1	0	2	3	
OG0002141	1	1	1	3	Peptidase_M50 (3)
OG0002142	1	1	1	3	Lactamase_B (1)
OG0002143	1	1	1	3	GDP_Man_Dehyd (3),Epimerase (3),3Beta_HSD (3),NAD_binding_4 (3),Polysacc_synt_2 (3),RmlD_sub_bind (3)
OG0002144	1	1	1	3	LGT (3)
OG0002145	1	1	1	3	PsaD (2)
OG0002146	1	1	1	3	GATase_3 (3),CbiA (3),AAA_26 (3)
OG0002147	1	1	1	3	LmeA (2)
OG0002148	1	1	1	3	Thioredoxin (3),Thioredoxin_7 (3),Thioredoxin_2 (3),Redoxin (2)
OG0002149	1	1	1	3	Crr6 (2)
OG0002150	1	1	1	3	Hydrolase (1),HAD_2 (1)
OG0002151	1	1	1	3	
OG0002152	1	1	1	3	YtxH (2)
OG0002153	1	1	1	3	4HBT (2),4HBT_2 (2)
OG0002154	1	1	1	3	Flavodoxin_3 (1),Flavodoxin_1 (3)
OG0002155	1	1	1	3	Glycos_transf_1 (3),Glyco_trans_1_4 (3),Glyco_transf_4 (3),Glyco_trans_4_4 (2)
OG0002156	1	1	1	3	KaiB (3)
OG0002157	1	1	1	3	KaiA (3)
OG0002158	1	1	1	3	Transcrip_reg (2)
OG0002159	1	1	1	3	HI0933_like (3)
OG0002160	1	1	1	3	ATP-synt_DE (3),ATP-synt_DE_N (3)
OG0002161	1	1	1	3	ATP-synt_ab_N (3),ATP-synt_ab (3)
OG0002162	1	1	1	3	TerB (1)
OG0002163	1	1	1	3	FtsJ (2),Methyltr_RsmB-F (2),NusB (2),Methyltransf_31 (2),Ubie_methyltran (1)
OG0002164	1	1	1	3	Complex1_49kDa (2)
OG0002165	1	1	1	3	
OG0002166	1	1	1	3	DUF1622 (3)
OG0002167	1	1	1	3	Glrx-like (3)
OG0002168	1	1	1	3	MinE (3)
OG0002169	1	1	1	3	ArsA_ATPase (3),MipZ (3),CBP_BcsQ (3),Fer4_NifH (3),CbiA (3),ParA (3),AAA_31 (3)
OG0002170	1	1	1	3	MFS_1_like (1),MFS_3 (2),MFS_1 (3),Sugar_tr (1)
OG0002171	1	1	1	3	Acetyltransf_10 (1),Acetyltransf_1 (1),Acetyltransf_7 (1)
OG0002172	1	1	1	3	NUDIX (2)
OG0002173	1	1	1	3	DUF1815 (2)
OG0002174	1	1	1	3	Fe-ADH_2 (2),Aldedh (3),Fe-ADH (2),cNMP_binding (1)
OG0002175	1	1	1	3	
OG0002176	1	1	1	3	Fer4_15 (3),Fer4_13 (3)
OG0002177	1	1	1	3	DUF1257 (3)
OG0002178	1	1	1	3	DUF2997 (3)
OG0002179	1	1	1	3	HRDC (3),RecQ_Zn_bind (3),RQC (3),Helicase_C (3),HTH_40 (3),DEAD (3)
OG0002180	1	1	1	3	UPF0047 (3)
OG0002181	1	1	1	3	S6PP (2),Hydrolase_3 (2),Hydrolase (1)
OG0002182	1	1	1	3	PRA-PH (2),MazG (3)
OG0002183	1	1	1	3	SpoU_sub_bind (2),SpoU_methylase (2)
OG0002184	1	1	1	3	Sigma70_r3 (2),Sigma70_r4 (2),Sigma70_r1_2 (2),Sigma70_r2 (2)
OG0002185	1	1	1	3	UPF0227 (3),Peptidase_S9 (1),Hydrolase_4 (2),Abhydrolase_1 (1),Abhydrolase_6 (1)
OG0002186	1	1	1	3	MreB_Mbl (3),Actin (2),FtsA (1),HSP70 (3)
OG0002187	1	1	1	3	Proton_antipo_M (3),Ndh2_N (3)
OG0002188	1	1	1	3	Pentapeptide (2),Pentapeptide_4 (2),Pentapeptide_3 (1)
OG0002189	1	1	1	3	RNase_H_2 (3),DUF2779 (1)
OG0002190	1	1	1	3	S-AdoMet_synt_M (3),S-AdoMet_synt_N (3),S-AdoMet_synt_C (3)
OG0002191	1	1	1	3	DUF192 (3)
OG0002192	1	1	1	3	2-oxoacid_dh (2),Biotin_lipoyl (2),E3_binding (2)
OG0002193	1	1	1	3	FAD_binding_3 (3),DAO (2),FAD_binding_2 (2),NAD_binding_8 (3),Pyr_redox_2 (2),GIDA (2),HI0933_like (1)
OG0002194	1	1	1	3	SDF (2)
OG0002195	1	1	1	3	Glu-tRNAGln (3)
OG0002196	1	1	1	3	TPR_12 (2),TPR_2 (2),TPR_1 (3),TPR_11 (3),TPR_16 (2),TPR_6 (2),TPR_8 (2),TPR_7 (2),TPR_10 (1)
OG0002197	1	1	1	3	Fe-ADH_2 (2),Fe-ADH (2)
OG0002198	1	1	1	3	
OG0002199	1	1	1	3	LpxD (3),Hexapep_2 (3),Hexapep (3)
OG0002200	1	1	1	3	SNARE_assoc (2)
OG0002201	2	0	1	3	Aminotran_1_2 (1),Aminotran_5 (2)
OG0002202	1	1	1	3	EPSP_synthase (3)
OG0002203	1	1	1	3	RRF (2)
OG0002204	1	1	1	3	AA_kinase (2)
OG0002205	1	1	1	3	DapB_C (2),DapB_N (2)
OG0002206	1	1	1	3	
OG0002207	1	1	1	3	TatC (3)
OG0002208	1	1	1	3	tRNA-synt_2b (3),tRNA_edit (3),HGTP_anticodon (3)
OG0002209	1	1	1	3	DUF2227 (3)
OG0002210	1	1	1	3	AraC_binding (2),Cupin_2 (2),Cupin_3 (1)
OG0002211	1	2	0	3	HNH (1)
OG0002212	1	1	1	3	Radical_SAM (3),Fer4_14 (1),Fer4_12 (1)
OG0002213	1	1	1	3	
OG0002214	1	1	1	3	DHHA1 (2),RecJ_OB (2),DHH (2)
OG0002215	1	1	1	3	HcyBio (3)
OG0002216	1	1	1	3	GCV_H (3)
OG0002217	1	1	1	3	DHH (3),PolyA_pol (3),CBS (3),DHHA1 (1)
OG0002218	1	2	0	3	Phage_integrase (3),Phage_int_SAM_1 (2)
OG0002219	1	2	0	3	ArsA_ATPase (1),MipZ (2),CBP_BcsQ (2),CbiA (3),ParA (2),AAA_31 (3)
OG0002220	1	2	0	3	
OG0002221	0	3	0	3	
OG0002222	0	3	0	3	
OG0002223	0	2	1	3	PEP-CTERM (3)
OG0002224	0	3	0	3	AIPR (2)
OG0002225	0	3	0	3	
OG0002226	0	3	0	3	
OG0002227	0	3	0	3	
OG0002228	0	3	0	3	
OG0002229	0	3	0	3	
OG0002230	0	3	0	3	zf-ISL3 (2),DDE_Tnp_ISL3 (2)
OG0002231	0	3	0	3	dCache_1 (3),GGDEF (1),HAMP (2)
OG0002232	0	3	0	3	ABC_tran (3),ABC_membrane (3)
OG0002233	0	3	0	3	
OG0002234	0	3	0	3	
OG0002235	0	3	0	3	KilA-N (2)
OG0002236	0	3	0	3	
OG0002237	0	3	0	3	Bac_DNA_binding (3),HU-HIG (3)
OG0002238	0	3	0	3	Phosphodiest (2),Sulfatase (2),HemolysinCabind (1)
OG0002239	0	3	0	3	PepSY (1)
OG0002240	0	3	0	3	Trans_reg_C (2),Response_reg (2)
OG0002241	0	2	1	3	23S_rRNA_IVP (3)
OG0002242	0	3	0	3	ParE_toxin (1)
OG0002243	0	3	0	3	Methyltransf_31 (1),Methyltransf_25 (2),Methyltransf_12 (2),Methyltransf_11 (2),Methyltransf_23 (1)
OG0002244	0	2	1	3	HTH_32 (2),HTH_33 (2),DDE_3 (1),HTH_23 (2)
OG0002245	0	2	1	3	HATPase_c (2),PHY (2),GAF (2),GAF_2 (2),HisKA (2)
OG0002246	0	3	0	3	EAL (2),GGDEF (3),Response_reg (2),PAS_8 (3),PAS_4 (3),PAS_9 (2),PAS (3),PAS_3 (1)
OG0002247	0	3	0	3	ADH_N_2 (2),ADH_zinc_N (2),ADH_zinc_N_2 (2)
OG0002248	0	3	0	3	AAA_16 (1),NB-ARC (2),TPR_MalT (2),AAA_22 (1),TPR_4 (1),TPR_2 (1),TPR_19 (1),TPR_8 (1),Sigma70_r4_2 (1)
OG0002249	0	3	0	3	DsbD_2 (3),DUF6640 (1),NicO (2),Ferric_reduct (1)
OG0002250	0	3	0	3	
OG0002251	0	3	0	3	SBP_bac_5 (1)
OG0002252	0	3	0	3	Polyketide_cyc (2),Polyketide_cyc2 (2)
OG0002253	0	2	1	3	DUF4870 (3)
OG0002254	0	3	0	3	Ketoacyl-synt_C (3),ketoacyl-synt (3),PS-DH (1),adh_short (1),KAsynt_C_assoc (1),KR (1),Acyl_transf_1 (1),adh_short_C2 (1)
OG0002255	0	2	1	3	ABC_tran (2)
OG0002256	0	2	1	3	Uma2 (2)
OG0002257	0	2	1	3	Peptidase_S51 (3)
OG0002258	0	3	0	3	KR (3),adh_short (3),adh_short_C2 (3)
OG0002259	0	3	0	3	DUF4383 (1),Esterase_PHB (1),Esterase (1),Abhydrolase_2 (2)
OG0002260	0	2	1	3	MFS_1 (3)
OG0002261	0	2	1	3	Amino_oxidase (3),NAD_binding_8 (3),FAD_binding_2 (1),DAO (1),FAD_oxidored (1)
OG0002262	0	3	0	3	Chloroa_b-bind (1)
OG0002263	0	3	0	3	CheR (3),Methyltransf_25 (1),Methyltransf_11 (1),PAS_10 (1),PAS_8 (1),PAS_9 (1),PAS_4 (1),CheR_N (2),PAS (1)
OG0002264	0	3	0	3	PhoD_N (3),PhoD (3)
OG0002265	0	3	0	3	Rieske_2 (3),NifU (1),Rieske (3)
OG0002266	0	2	1	3	Oxidored_nitro (2)
OG0002267	0	2	1	3	Lipoxygenase (2)
OG0002268	0	3	0	3	TPR_2 (2),TPR_1 (2),TPR_11 (2),TPR_16 (2),TPR_8 (2),TPR_12 (1),TPR_19 (1),TPR_6 (1)
OG0002269	0	1	2	3	Trypsin_2 (3),EAD8 (1),Trypsin (1),Endonuclease_1 (1)
OG0002270	0	1	2	3	
OG0002271	0	2	1	3	
OG0002272	0	3	0	3	NIL (1)
OG0002273	0	3	0	3	
OG0002274	0	2	1	3	
OG0002275	0	3	0	3	Pkinase (3),PK_Tyr_Ser-Thr (3),WD40 (2),ABC1 (1),PD40 (1)
OG0002276	0	1	2	3	
OG0002277	0	2	1	3	HlyD_3 (3),Biotin_lipoyl_2 (3),HlyD_D23 (3)
OG0002278	0	3	0	3	MMPL (3),SecD_SecF (1),ACR_tran (3)
OG0002279	0	3	0	3	EAL (1),GAF_3 (2),GGDEF (2),GAF (2),GAF_2 (2),PAS_4 (1),PAS_9 (1),PAS_3 (1),PAS_8 (1),PAS (1)
OG0002280	0	2	1	3	Glycos_transf_1 (3),Glyco_trans_1_4 (3),Glyco_transf_4 (3),Glyco_trans_1_2 (3),Glyco_trans_4_4 (2)
OG0002281	0	2	1	3	Wzz (1),AAA_31 (2),CbiA (2),MipZ (1),ParA (1)
OG0002282	0	3	0	3	Baseplate_J (2)
OG0002283	0	3	0	3	Phage_base_V (2),Phage_GPD (2)
OG0002284	0	3	0	3	
